TrialNumber;bg_or;t_or;num_distractors;trial_id;trial_rep;participant;trial_type;trial_index;resp_rt;resp_corr;resp_keys;target_pos;target_size;singleton_id;singleton_pos;singleton_size;singleton_ori;lures_pos;lures_size;lures_ori;original_TrialNum;thisRepN_original;thisRepN;bg_or_original;t_or_original;num_distractors_original;ran;order;trial_inblock_index;block_index
1;1;0;4;8;0;3.0;test_search;1.0;0.5860131;1.0;left;[314.0, 73.0];[35.0, 30.0];0.0;[-295.0, -294.0];[35.0, 30.0];0.0;[[-631.0, 298.0], [-299.0, 185.0], [470.0, 314.0], [618.0, -170.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 1];15.0;0.0;0.0;1.0;0.0;4.0;1.0;0.0;1.0;1.0
2;1;1;2;17;0;3.0;test_search;2.0;0.6242164;1.0;right;[-645.0, -305.0];[35.0, 30.0];1.0;[292.0, 294.0];[35.0, 30.0];0.0;[[-475.0, -53.0], [305.0, 184.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];34.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
3;1;0;0;6;0;3.0;test_search;3.0;0.6597591;1.0;left;[627.0, 188.0];[35.0, 30.0];0.0;[-295.0, 288.0];[35.0, 30.0];1.0;[];[];[];11.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;3.0;1.0
4;1;1;8;19;0;3.0;test_search;4.0;0.5959433;1.0;right;[-302.0, 63.0];[35.0, 30.0];1.0;[478.0, -58.0];[35.0, 30.0];1.0;[[-631.0, 285.0], [-459.0, 183.0], [-473.0, 292.0], [-311.0, 309.0], [290.0, -166.0], [290.0, 314.0], [464.0, 193.0], [627.0, 300.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 1, 0, 1, 0, 0];38.0;0.0;0.0;1.0;1.0;8.0;1.0;3.0;4.0;1.0
5;0;0;8;4;0;3.0;test_search;5.0;0.8341387;1.0;left;[643.0, 174.0];[35.0, 30.0];0.0;[-616.0, 285.0];[35.0, 30.0];1.0;[[-625.0, 185.0], [-461.0, -286.0], [-473.0, -58.0], [-297.0, -61.0], [307.0, -304.0], [298.0, -62.0], [478.0, 169.0], [465.0, 297.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 1, 0, 0, 1, 1];7.0;0.0;0.0;0.0;0.0;8.0;1.0;4.0;5.0;1.0
6;1;1;16;20;0;3.0;test_search;6.0;0.7698606;1.0;right;[302.0, 309.0];[35.0, 30.0];1.0;[-465.0, 65.0];[35.0, 30.0];0.0;[[-624.0, -183.0], [-641.0, -67.0], [-640.0, 171.0], [-630.0, 312.0], [-468.0, -186.0], [-464.0, -48.0], [-308.0, -304.0], [-300.0, -178.0], [302.0, -193.0], [303.0, 175.0], [456.0, -297.0], [459.0, -187.0], [478.0, 60.0], [469.0, 172.0], [644.0, -63.0], [617.0, 57.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0];40.0;0.0;0.0;1.0;1.0;16.0;1.0;5.0;6.0;1.0
7;0;1;2;12;0;3.0;test_search;7.0;0.666143;1.0;right;[644.0, -57.0];[35.0, 30.0];1.0;[-468.0, 309.0];[35.0, 30.0];1.0;[[-617.0, 297.0], [479.0, 297.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];24.0;0.0;0.0;0.0;1.0;2.0;1.0;6.0;7.0;1.0
8;0;0;2;2;0;3.0;test_search;8.0;0.601313;1.0;left;[641.0, -181.0];[35.0, 30.0];0.0;[-299.0, -288.0];[35.0, 30.0];0.0;[[-634.0, -52.0], [464.0, 290.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];3.0;0.0;0.0;0.0;0.0;2.0;1.0;7.0;8.0;1.0
9;1;0;8;9;0;3.0;test_search;9.0;0.5475881;1.0;left;[300.0, 66.0];[35.0, 30.0];0.0;[-478.0, 177.0];[35.0, 30.0];1.0;[[-627.0, 310.0], [-459.0, -181.0], [-290.0, -74.0], [-290.0, 52.0], [290.0, -192.0], [467.0, -181.0], [456.0, 308.0], [617.0, -290.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 0, 0, 0, 1];17.0;0.0;0.0;1.0;0.0;8.0;1.0;8.0;9.0;1.0
10;1;1;0;16;0;3.0;test_search;10.0;0.5765466;1.0;right;[-462.0, 56.0];[35.0, 30.0];1.0;[312.0, 186.0];[35.0, 30.0];1.0;[];[];[];32.0;0.0;0.0;1.0;1.0;0.0;1.0;9.0;10.0;1.0
11;1;1;4;18;0;3.0;test_search;11.0;0.8140985;1.0;right;[630.0, -63.0];[35.0, 30.0];1.0;[-306.0, 305.0];[35.0, 30.0];0.0;[[-635.0, -54.0], [-630.0, 66.0], [477.0, -171.0], [474.0, 306.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1];36.0;0.0;0.0;1.0;1.0;4.0;1.0;10.0;11.0;1.0
12;1;0;2;7;0;3.0;test_search;12.0;0.7800332;1.0;left;[476.0, -300.0];[35.0, 30.0];0.0;[-641.0, -185.0];[35.0, 30.0];1.0;[[-458.0, -314.0], [287.0, 56.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];13.0;0.0;0.0;1.0;0.0;2.0;1.0;11.0;12.0;1.0
13;0;1;0;11;0;3.0;test_search;13.0;0.557737;1.0;right;[-463.0, 73.0];[35.0, 30.0];1.0;[287.0, -312.0];[35.0, 30.0];1.0;[];[];[];22.0;0.0;0.0;0.0;1.0;0.0;1.0;12.0;13.0;1.0
14;1;0;16;10;0;3.0;test_search;14.0;0.6905313;1.0;left;[-286.0, -59.0];[35.0, 30.0];0.0;[473.0, 72.0];[35.0, 30.0];0.0;[[-619.0, -289.0], [-641.0, -59.0], [-644.0, 68.0], [-455.0, -180.0], [-476.0, -71.0], [-463.0, 66.0], [-462.0, 194.0], [-298.0, 179.0], [302.0, -302.0], [293.0, 189.0], [297.0, 307.0], [457.0, -182.0], [465.0, 313.0], [638.0, -167.0], [634.0, -65.0], [643.0, 65.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1];19.0;0.0;0.0;1.0;0.0;16.0;1.0;13.0;14.0;1.0
15;0;1;4;13;0;3.0;test_search;15.0;0.6402246;1.0;right;[615.0, 183.0];[35.0, 30.0];1.0;[-307.0, 303.0];[35.0, 30.0];0.0;[[-639.0, -288.0], [-625.0, 305.0], [309.0, -172.0], [300.0, 294.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];26.0;0.0;0.0;0.0;1.0;4.0;1.0;14.0;15.0;1.0
16;0;0;16;5;0;3.0;test_search;16.0;0.709067;1.0;left;[288.0, 308.0];[35.0, 30.0];0.0;[-301.0, 306.0];[35.0, 30.0];0.0;[[-618.0, -315.0], [-632.0, 49.0], [-631.0, 179.0], [-466.0, -294.0], [-473.0, -56.0], [-457.0, 194.0], [-311.0, -183.0], [-297.0, 55.0], [300.0, -312.0], [300.0, 64.0], [464.0, -288.0], [471.0, -194.0], [474.0, -73.0], [468.0, 58.0], [644.0, -169.0], [633.0, 70.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];9.0;0.0;0.0;0.0;0.0;16.0;1.0;15.0;16.0;1.0
17;0;0;0;1;0;3.0;test_search;17.0;0.4903472;1.0;left;[472.0, -166.0];[35.0, 30.0];0.0;[-461.0, -49.0];[35.0, 30.0];1.0;[];[];[];1.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;17.0;1.0
18;0;1;16;15;0;3.0;test_search;18.0;0.7095149;1.0;right;[457.0, -182.0];[35.0, 30.0];1.0;[-625.0, -312.0];[35.0, 30.0];0.0;[[-632.0, -46.0], [-616.0, 50.0], [-476.0, -179.0], [-479.0, -74.0], [-455.0, 56.0], [-313.0, -73.0], [-286.0, 171.0], [-298.0, 292.0], [310.0, -315.0], [309.0, -168.0], [288.0, -50.0], [287.0, 59.0], [311.0, 166.0], [472.0, -62.0], [458.0, 296.0], [616.0, 313.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1];30.0;0.0;0.0;0.0;1.0;16.0;1.0;17.0;18.0;1.0
19;0;1;8;14;0;3.0;test_search;19.0;0.8046445;1.0;right;[289.0, 55.0];[35.0, 30.0];1.0;[-475.0, 306.0];[35.0, 30.0];1.0;[[-628.0, 166.0], [-457.0, -293.0], [-466.0, -47.0], [-307.0, -185.0], [298.0, 171.0], [475.0, -72.0], [643.0, -191.0], [637.0, -65.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0, 0, 0, 0, 0];28.0;0.0;0.0;0.0;1.0;8.0;1.0;18.0;19.0;1.0
20;0;0;4;3;0;3.0;test_search;20.0;0.6375363;1.0;left;[286.0, 63.0];[35.0, 30.0];0.0;[-477.0, 302.0];[35.0, 30.0];1.0;[[-294.0, -189.0], [-303.0, -74.0], [295.0, -169.0], [475.0, -315.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0];5.0;0.0;0.0;0.0;0.0;4.0;1.0;19.0;20.0;1.0
21;0;0;8;4;0;3.0;test_search;21.0;0.7118484;1.0;left;[621.0, 178.0];[35.0, 30.0];1.0;[-618.0, 54.0];[35.0, 30.0];0.0;[[-639.0, 170.0], [-461.0, -191.0], [-461.0, -48.0], [-315.0, -48.0], [290.0, 51.0], [313.0, 166.0], [460.0, -176.0], [475.0, 189.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1, 1, 0, 0, 1];8.0;1.0;1.0;0.0;0.0;8.0;1.0;20.0;21.0;1.0
22;0;1;4;13;0;3.0;test_search;22.0;0.8216795;1.0;right;[-476.0, 170.0];[35.0, 30.0];0.0;[629.0, 171.0];[35.0, 30.0];0.0;[[-635.0, -173.0], [-453.0, -186.0], [292.0, 45.0], [304.0, 285.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 1];25.0;1.0;1.0;0.0;1.0;4.0;1.0;21.0;22.0;1.0
23;0;1;2;12;0;3.0;test_search;23.0;0.6706285;1.0;right;[-627.0, -72.0];[35.0, 30.0];0.0;[303.0, -72.0];[35.0, 30.0];1.0;[[-618.0, -301.0], [292.0, -286.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];23.0;1.0;1.0;0.0;1.0;2.0;1.0;22.0;23.0;1.0
24;0;0;16;5;0;3.0;test_search;24.0;0.6909588;1.0;left;[-301.0, 67.0];[35.0, 30.0];1.0;[632.0, 53.0];[35.0, 30.0];0.0;[[-616.0, -64.0], [-636.0, 51.0], [-643.0, 171.0], [-616.0, 299.0], [-477.0, 74.0], [-458.0, 290.0], [-312.0, -310.0], [-309.0, -186.0], [294.0, -59.0], [285.0, 172.0], [297.0, 294.0], [468.0, -301.0], [455.0, -64.0], [478.0, 186.0], [479.0, 307.0], [623.0, -286.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0];10.0;1.0;1.0;0.0;0.0;16.0;1.0;23.0;24.0;1.0
25;1;1;16;20;0;3.0;test_search;25.0;0.7347952;1.0;right;[300.0, 291.0];[35.0, 30.0];0.0;[-308.0, -313.0];[35.0, 30.0];1.0;[[-621.0, 56.0], [-634.0, 173.0], [-479.0, -313.0], [-461.0, -189.0], [-473.0, -65.0], [-453.0, 184.0], [-295.0, -61.0], [-290.0, 178.0], [302.0, -182.0], [288.0, -67.0], [303.0, 191.0], [466.0, -293.0], [461.0, -191.0], [458.0, 308.0], [635.0, -310.0], [636.0, 172.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1];39.0;1.0;1.0;1.0;1.0;16.0;1.0;24.0;25.0;1.0
26;1;0;16;10;0;3.0;test_search;26.0;0.8335891;1.0;left;[470.0, 180.0];[35.0, 30.0];1.0;[-639.0, 192.0];[35.0, 30.0];0.0;[[-643.0, -306.0], [-621.0, -59.0], [-474.0, -166.0], [-474.0, -69.0], [-469.0, 50.0], [-458.0, 188.0], [-288.0, 187.0], [-298.0, 312.0], [286.0, 178.0], [465.0, -176.0], [474.0, 55.0], [470.0, 307.0], [624.0, -287.0], [620.0, 66.0], [616.0, 174.0], [642.0, 298.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1];20.0;1.0;1.0;1.0;0.0;16.0;1.0;25.0;26.0;1.0
27;1;1;0;16;0;3.0;test_search;27.0;0.6832626;1.0;right;[-465.0, 314.0];[35.0, 30.0];0.0;[286.0, -183.0];[35.0, 30.0];0.0;[];[];[];31.0;1.0;1.0;1.0;1.0;0.0;1.0;26.0;27.0;1.0
28;0;0;4;3;0;3.0;test_search;28.0;0.7935054;1.0;left;[309.0, 299.0];[35.0, 30.0];1.0;[-308.0, 66.0];[35.0, 30.0];0.0;[[-630.0, -190.0], [-642.0, 188.0], [477.0, 51.0], [617.0, 172.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0];6.0;1.0;1.0;0.0;0.0;4.0;1.0;27.0;28.0;1.0
29;1;0;2;7;0;3.0;test_search;29.0;0.842751;1.0;left;[618.0, -67.0];[35.0, 30.0];1.0;[-457.0, -73.0];[35.0, 30.0];1.0;[[-313.0, -304.0], [469.0, 52.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];14.0;1.0;1.0;1.0;0.0;2.0;1.0;28.0;29.0;1.0
30;1;0;8;9;0;3.0;test_search;30.0;0.7347035;1.0;left;[479.0, 61.0];[35.0, 30.0];1.0;[-299.0, 56.0];[35.0, 30.0];0.0;[[-636.0, -166.0], [-628.0, 72.0], [-462.0, 175.0], [-313.0, -184.0], [291.0, 183.0], [469.0, -178.0], [471.0, 305.0], [627.0, -315.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 1, 0, 1, 1, 1];18.0;1.0;1.0;1.0;0.0;8.0;1.0;29.0;30.0;1.0
31;0;1;16;15;0;3.0;test_search;31.0;0.743748;1.0;right;[-298.0, -184.0];[35.0, 30.0];0.0;[296.0, 74.0];[35.0, 30.0];1.0;[[-631.0, -315.0], [-636.0, 56.0], [-626.0, 308.0], [-459.0, -292.0], [-471.0, -191.0], [-479.0, -46.0], [-307.0, 54.0], [-296.0, 186.0], [298.0, 298.0], [475.0, -50.0], [470.0, 66.0], [450.0, 185.0], [634.0, -295.0], [629.0, -173.0], [619.0, -52.0], [635.0, 71.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0];29.0;1.0;1.0;0.0;1.0;16.0;1.0;30.0;31.0;1.0
32;0;0;0;1;0;3.0;test_search;32.0;0.5942431;1.0;left;[450.0, -179.0];[35.0, 30.0];1.0;[-623.0, -294.0];[35.0, 30.0];0.0;[];[];[];2.0;1.0;1.0;0.0;0.0;0.0;1.0;31.0;32.0;1.0
33;1;0;4;8;0;3.0;test_search;33.0;0.5687249;1.0;left;[-464.0, 63.0];[35.0, 30.0];1.0;[625.0, -287.0];[35.0, 30.0];0.0;[[-642.0, 302.0], [-474.0, 296.0], [451.0, -60.0], [631.0, 167.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];16.0;1.0;1.0;1.0;0.0;4.0;1.0;32.0;33.0;1.0
34;0;1;8;14;0;3.0;test_search;34.0;0.6293314;1.0;right;[302.0, 299.0];[35.0, 30.0];0.0;[-309.0, -315.0];[35.0, 30.0];1.0;[[-618.0, -47.0], [-624.0, 49.0], [-462.0, -312.0], [-465.0, 299.0], [305.0, -296.0], [474.0, -309.0], [453.0, 306.0], [632.0, 193.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0, 1, 0, 0, 0];27.0;1.0;1.0;0.0;1.0;8.0;1.0;33.0;34.0;1.0
35;1;1;8;19;0;3.0;test_search;35.0;0.595777;1.0;right;[-287.0, 168.0];[35.0, 30.0];0.0;[473.0, 190.0];[35.0, 30.0];0.0;[[-632.0, -49.0], [-628.0, 69.0], [-298.0, -168.0], [-292.0, 47.0], [302.0, 60.0], [453.0, -55.0], [632.0, -49.0], [624.0, 61.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 0, 0, 0, 1, 1];37.0;1.0;1.0;1.0;1.0;8.0;1.0;34.0;35.0;1.0
36;0;0;2;2;0;3.0;test_search;36.0;0.6955807;1.0;left;[-476.0, 186.0];[35.0, 30.0];1.0;[310.0, 174.0];[35.0, 30.0];0.0;[[-456.0, -297.0], [632.0, -286.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];4.0;1.0;1.0;0.0;0.0;2.0;1.0;35.0;36.0;1.0
37;1;1;4;18;0;3.0;test_search;37.0;0.6643957;1.0;right;[-470.0, -307.0];[35.0, 30.0];0.0;[630.0, 72.0];[35.0, 30.0];0.0;[[-476.0, -189.0], [-463.0, -51.0], [300.0, -309.0], [307.0, -176.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];35.0;1.0;1.0;1.0;1.0;4.0;1.0;36.0;37.0;1.0
38;1;1;2;17;0;3.0;test_search;38.0;0.6049327;1.0;right;[-305.0, -179.0];[35.0, 30.0];0.0;[633.0, -187.0];[35.0, 30.0];0.0;[[-287.0, -289.0], [476.0, -297.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];33.0;1.0;1.0;1.0;1.0;2.0;1.0;37.0;38.0;1.0
39;1;0;0;6;0;3.0;test_search;39.0;0.5985734;1.0;left;[-462.0, 192.0];[35.0, 30.0];1.0;[627.0, -66.0];[35.0, 30.0];0.0;[];[];[];12.0;1.0;1.0;1.0;0.0;0.0;1.0;38.0;39.0;1.0
40;0;1;0;11;0;3.0;test_search;40.0;0.5481455;1.0;right;[-466.0, 173.0];[35.0, 30.0];0.0;[642.0, 314.0];[35.0, 30.0];1.0;[];[];[];21.0;1.0;1.0;0.0;1.0;0.0;1.0;39.0;40.0;1.0
41;0;1;0;11;0;3.0;test_search;41.0;0.5024708;1.0;right;[-632.0, 292.0];[35.0, 30.0];1.0;[304.0, 50.0];[35.0, 30.0];1.0;[];[];[];62.0;2.0;2.0;0.0;1.0;0.0;1.0;40.0;41.0;1.0
42;0;1;2;12;0;3.0;test_search;42.0;0.7465728;1.0;right;[619.0, -69.0];[35.0, 30.0];1.0;[-288.0, -52.0];[35.0, 30.0];1.0;[[-456.0, 61.0], [628.0, -177.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];64.0;2.0;2.0;0.0;1.0;2.0;1.0;41.0;42.0;1.0
43;0;0;8;4;0;3.0;test_search;43.0;0.7314552;1.0;left;[-303.0, -314.0];[35.0, 30.0];0.0;[300.0, -47.0];[35.0, 30.0];1.0;[[-633.0, 286.0], [-470.0, -297.0], [-460.0, -177.0], [-479.0, -56.0], [303.0, 287.0], [466.0, 188.0], [624.0, -305.0], [635.0, -166.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1, 1, 1, 0, 1];47.0;2.0;2.0;0.0;0.0;8.0;1.0;42.0;43.0;1.0
44;0;1;8;14;0;3.0;test_search;44.0;0.7905054;1.0;right;[472.0, 178.0];[35.0, 30.0];1.0;[-301.0, 305.0];[35.0, 30.0];0.0;[[-637.0, -304.0], [-636.0, -169.0], [-622.0, 73.0], [-460.0, 189.0], [291.0, -307.0], [298.0, 69.0], [302.0, 288.0], [618.0, 190.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1, 0, 0, 0, 0];68.0;2.0;2.0;0.0;1.0;8.0;1.0;43.0;44.0;1.0
45;1;0;8;9;0;3.0;test_search;45.0;0.6092856;1.0;left;[306.0, -179.0];[35.0, 30.0];0.0;[-452.0, -47.0];[35.0, 30.0];0.0;[[-637.0, -292.0], [-456.0, 63.0], [-467.0, 178.0], [-299.0, -289.0], [294.0, 191.0], [473.0, -47.0], [634.0, 73.0], [621.0, 166.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 0, 1, 0, 1, 0];57.0;2.0;2.0;1.0;0.0;8.0;1.0;44.0;45.0;1.0
46;1;1;2;17;0;3.0;test_search;46.0;0.6630347;1.0;right;[-627.0, 311.0];[35.0, 30.0];1.0;[620.0, 186.0];[35.0, 30.0];1.0;[[-309.0, -52.0], [469.0, -55.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];74.0;2.0;2.0;1.0;1.0;2.0;1.0;45.0;46.0;1.0
47;1;1;0;16;0;3.0;test_search;47.0;0.494859;0.0;left;[-308.0, -177.0];[35.0, 30.0];1.0;[309.0, -166.0];[35.0, 30.0];1.0;[];[];[];72.0;2.0;2.0;1.0;1.0;0.0;1.0;46.0;47.0;1.0
48;1;1;8;19;0;3.0;test_search;48.0;0.6747436;1.0;right;[458.0, 61.0];[35.0, 30.0];1.0;[-626.0, -299.0];[35.0, 30.0];1.0;[[-617.0, 55.0], [-622.0, 305.0], [-478.0, 310.0], [-294.0, -173.0], [290.0, 186.0], [458.0, -171.0], [644.0, -301.0], [632.0, -187.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1, 1, 0, 0, 1];78.0;2.0;2.0;1.0;1.0;8.0;1.0;47.0;48.0;1.0
